frame,urdu,english,punjabi,punjabi_gur
Base,ببلو سے پنسل الٹ جائے گی,Bablu will accidentally flip the pencil,ببلو توں پنسل الٹ جاوے گی,ਬਬਲੂ ਤੋਂ ਪੈਨਸਿਲ ਉਲਟ ਜਾਵੇਗੀ
Embedded,کسی نے کہا کہ علی سے کھلونے جل گئے,someone said that Ali accidentally burned the toys,کسی نے آکھیا کہ علی توں کھڈونے سڑ گئے,ਕਿਸੇ ਨੇ ਆਖਿਆ ਕਿ ਅਲੀ ਤੋਂ ਖਿਡੌਣੇ ਸੜ ਗਏ
Embedded,اخبار میں لکھا ہے کہ فاطمہ سے کپ جل گیا,it is written in the newspaper that Fatima accidentally burned the cup,اخبار وچ لکھیا اے کہ فاطمہ توں کپ سڑ گیا,ਅਖਬਾਰ ਵਿੱਚ ਲਿਖਿਆ ਏ ਕਿ ਫਾਤਿਮਾ ਤੋਂ ਕਪ ਸੜ ਗਿਆ
Embedded,استاد نے سمجھایا کہ احمد سے کھلونے ٹوٹ گئے,the teacher explained that Ahmed accidentally broke the toys,استاد نے سمجھایا کہ احمد توں کھڈونے ٹُٹ گئے,ਉਸਤਾਦ ਨੇ ਸਮਝਾਇਆ ਕਿ ਅਹਮਦ ਤੋਂ ਖਿਡੌਣੇ ਟੁੱਟ ਗਏ
Embedded,اس نے دعویٰ کیا کہ احمد سے گاڑیاں جل گئیں,he claimed that Ahmed accidentally burned the cars,اوہ نے دعویٰ کیتا کہ احمد توں گڈیاں سڑ گئیاں,ਉਹ ਨੇ ਦਾਅਵਾ ਕੀਤਾ ਕਿ ਅਹਮਦ ਤੋਂ ਗੱਡੀਆਂ ਸੜ ਗਈਆਂ
Embedded,استاد نے سمجھایا کہ احمد سے کھلونے گر گئے,the teacher explained that Ahmed accidentally dropped the toys,استاد نے سمجھایا کہ احمد توں کھڈونے ڈِگ گئے,ਉਸਤਾਦ ਨੇ ਸਮਝਾਇਆ ਕਿ ਅਹਮਦ ਤੋਂ ਖਿਡੌਣੇ ਡਿੱਗ ਗਏ
Embedded,استاد نے سمجھایا کہ لڑکے سے گڑیا جل رہی ہے,the teacher explained that the boy is accidentally burning the doll,استاد نے سمجھایا کہ منڈے توں گڈی سڑ رہی اے,ਉਸਤਾਦ ਨੇ ਸਮਝਾਇਆ ਕਿ ਮੁੰਡੇ ਤੋਂ ਗੱਡੀ ਸੜ ਰਹੀ ਏ
Embedded,اس نے دعویٰ کیا کہ فاطمہ سے پنسلیں ٹوٹ گئیں,he claimed that Fatima accidentally broke the pencils,اوہ نے دعویٰ کیتا کہ فاطمہ توں پنسلاں ٹُٹ گئیاں,ਉਹ ਨੇ ਦਾਅਵਾ ਕੀਤਾ ਕਿ ਫਾਤਿਮਾ ਤੋਂ ਪੈਨਸਿਲਾਂ ਟੁੱਟ ਗਈਆਂ
Embedded,لوگوں نے بتایا کہ راجہ سے پنسلیں کھسک گئیں,people said that the king accidentally moved the pencils,لوکاں نے دسیا کہ راجا توں پنسلاں کھسک گئیاں,ਲੋਕਾਂ ਨੇ ਦੱਸਿਆ ਕਿ ਰਾਜਾ ਤੋਂ ਪੈਨਸਿਲਾਂ ਖਸਕ ਗਈਆਂ
Embedded,کسی نے کہا کہ استاد سے چابیاں کھسک گئیں,someone said that the teacher accidentally moved the keys,کسی نے آکھیا کہ استاد توں چابیاں کھسک گئیاں,ਕਿਸੇ ਨੇ ਆਖਿਆ ਕਿ ਉਸਤਾਦ ਤੋਂ ਚਾਬੀਆਂ ਖਸਕ ਗਈਆਂ
Embedded,مجھے معلوم ہے کہ رانی سے گاڑی الٹ گئی ہے,I know that the queen has accidentally flipped the car,مینوں پتہ اے کہ رانی توں گڈّی الٹ گئی اے,ਮੈਨੂੰ ਪਤਾ ਏ ਕਿ ਰਾਨੀ ਤੋਂ ਗੱਡੀ ਉਲਟ ਗਈ ਏ
Embedded,یہ ثابت ہوا کہ علی سے دروازہ ٹوٹ جائے گا,it was proven that Ali will accidentally break the door,ایہ ثابت ہویا کہ علی توں بوہا ٹُٹ جاوے گا,ਇਹ ਸਾਬਤ ਹੋਇਆ ਕਿ ਅਲੀ ਤੋਂ ਬੂਹਾ ਟੁੱਟ ਜਾਵੇਗਾ
Embedded,ہم نے سنا کہ ثنا سے چابی گر رہی ہے,we heard that Sana is accidentally dropping the key,اساں سُنیا کہ ثنا توں کنجی ڈِگ رہی اے,ਅਸੀਂ ਸੁਣਿਆ ਕਿ ਸਨਾ ਤੋਂ ਕੁੰਜੀ ਡਿੱਗ ਰਹੀ ਏ
Embedded,کسی نے کہا کہ ببلو سے قلم جل گیا,someone said that Bablu accidentally burned the pen,کسی نے آکھیا کہ ببلو توں قلم سڑ گیا,ਕਿਸੇ ਨੇ ਆਖਿਆ ਕਿ ਬਬਲੂ ਤੋਂ ਕਲਮ ਸੜ ਗਿਆ
Embedded,اس نے دعویٰ کیا کہ ببلو سے گاڑی گر رہی ہے,he claimed that Bablu is accidentally dropping the car,اوہ نے دعویٰ کیتا کہ ببلو توں گڈّی ڈِگ رہی اے,ਉਹ ਨੇ ਦਾਅਵਾ ਕੀਤਾ ਕਿ ਬਬਲੂ ਤੋਂ ਗੱਡੀ ਡਿੱਗ ਰਹੀ ਏ
Embedded,استاد نے سمجھایا کہ فاطمہ سے قلم گر گئے,the teacher explained that Fatima accidentally dropped the pen,استاد نے سمجھایا کہ فاطمہ توں قلم ڈِگ گئے,ਉਸਤਾਦ ਨੇ ਸਮਝਾਇਆ ਕਿ ਫਾਤਿਮਾ ਤੋਂ ਕਲਮ ਡਿੱਗ ਗਏ
Embedded,مجھے معلوم ہے کہ ببلو سے گاڑی گر گئی,I know that Bablu accidentally dropped the car,مینوں پتہ اے کہ ببلو توں گڈّی ڈِگ گئی,ਮੈਨੂੰ ਪਤਾ ਏ ਕਿ ਬਬਲੂ ਤੋਂ ਗੱਡੀ ਡਿੱਗ ਗਈ
Embedded,لوگوں نے بتایا کہ فاطمہ سے گڑیاں ٹوٹ گئیں,people said that Fatima accidentally broke the dolls,لوکاں نے دسیا کہ فاطمہ توں گڈیاں ٹُٹ گئیاں,ਲੋਕਾਂ ਨੇ ਦੱਸਿਆ ਕਿ ਫਾਤਿਮਾ ਤੋਂ ਗੱਡੀਆਂ ਟੁੱਟ ਗਈਆਂ
Embedded,اس نے دعویٰ کیا کہ ببلو سے چابیاں ٹوٹ گئیں,he claimed that Bablu accidentally broke the keys,اوہ نے دعویٰ کیتا کہ ببلو توں چابیاں ٹُٹ گئیاں,ਉਹ ਨੇ ਦਾਅਵਾ ਕੀਤਾ ਕਿ ਬਬਲੂ ਤੋਂ ਚਾਬੀਆਂ ਟੁੱਟ ਗਈਆਂ
Embedded,سب نے دیکھا کہ لڑکے سے پنسلیں گر گئیں,everyone saw that the boy accidentally dropped the pencils,سب نے ویکھیا کہ منڈے توں پنسلاں ڈِگ گئیاں,ਸਭ ਨੇ ਵੇਖਿਆ ਕਿ ਮੁੰਡੇ ਤੋਂ ਪੈਨਸਿਲਾਂ ਡਿੱਗ ਗਈਆਂ
Embedded,استاد نے سمجھایا کہ ببلو سے صراحی گر رہی ہے,the teacher explained that Bablu is accidentally dropping the pitcher,استاد نے سمجھایا کہ ببلو توں صراحی ڈِگ رہی اے,ਉਸਤਾਦ ਨੇ ਸਮਝਾਇਆ ਕਿ ਬਬਲੂ ਤੋਂ ਸੁਰਾਹੀ ਡਿੱਗ ਰਹੀ ਏ
Embedded,یہ ثابت ہوا کہ لڑکی سے چابیاں ٹوٹ گئیں,it was proven that the girl accidentally broke the keys,ایہ ثابت ہویا کہ کُڑی توں چابیاں ٹُٹ گئیاں,ਇਹ ਸਾਬਤ ਹੋਇਆ ਕਿ ਕੁੜੀ ਤੋਂ ਚਾਬੀਆਂ ਟੁੱਟ ਗਈਆਂ
Embedded,ہمیں یقین ہے کہ راجہ سے گلدان الٹ گیا ہے,we are sure that the king has accidentally flipped the vase,ساڈے نوں یقین اے کہ راجا توں گلدان الٹ گیا اے,ਸਾਡੇ ਨੂੰ ਯਕੀਨ ਏ ਕਿ ਰਾਜਾ ਤੋਂ ਗੁਲਦਾਨ ਉਲਟ ਗਿਆ ਏ
Embedded,کسی نے کہا کہ ثنا سے کتاب گر گئی ہے,someone said that Sana has accidentally dropped the book,کسی نے آکھیا کہ ثنا توں کتاب ڈِگ گئی اے,ਕਿਸੇ ਨੇ ਆਖਿਆ ਕਿ ਸਨਾ ਤੋਂ ਕਿਤਾਬ ਡਿੱਗ ਗਈ ਏ
Embedded,ہمیں یقین ہے کہ موٹو سے صراحی جل رہی ہے,we are sure that Motu is accidentally burning the pitcher,ساڈے نوں یقین اے کہ موٹو توں صراحی سڑ رہی اے,ਸਾਡੇ ਨੂੰ ਯਕੀਨ ਏ ਕਿ ਮੋਟੂ ਤੋਂ ਸੁਰਾਹੀ ਸੜ ਰਹੀ ਏ
Embedded,اخبار میں لکھا ہے کہ استاد سے کھلونے الٹ گئے,it is written in the newspaper that the teacher accidentally flipped the toys,اخبار وچ لکھیا اے کہ استاد توں کھڈونے الٹ گئے,ਅਖਬਾਰ ਵਿੱਚ ਲਿਖਿਆ ਏ ਕਿ ਉਸਤਾਦ ਤੋਂ ਖਿਡੌਣੇ ਉਲਟ ਗਏ
Embedded,کسی نے کہا کہ رانی سے چابیاں جل گئیں,someone said that the queen accidentally burned the keys,کسی نے آکھیا کہ رانی توں چابیاں سڑ گئیاں,ਕਿਸੇ ਨੇ ਆਖਿਆ ਕਿ ਰਾਨੀ ਤੋਂ ਚਾਬੀਆਂ ਸੜ ਗਈਆਂ
Embedded,یہ ثابت ہوا کہ طالبہ سے چابی گر گئی,it was proven that the student accidentally dropped the key,ایہ ثابت ہویا کہ شاگرد توں کنجی ڈِگ گئی,ਇਹ ਸਾਬਤ ਹੋਇਆ ਕਿ ਸ਼ਾਗਿਰਦ ਤੋਂ ਕੁੰਜੀ ਡਿੱਗ ਗਈ
Embedded,استاد نے سمجھایا کہ لڑکے سے گڑیا ٹوٹ گئی,the teacher explained that the boy accidentally broke the doll,استاد نے سمجھایا کہ منڈے توں گڈی ٹُٹ گئی,ਉਸਤਾਦ ਨੇ ਸਮਝਾਇਆ ਕਿ ਮੁੰਡੇ ਤੋਂ ਗੱਡੀ ਟੁੱਟ ਗਈ
Embedded,سب نے دیکھا کہ موٹو سے گاڑیاں الٹ گئیں,everyone saw that Motu accidentally flipped the cars,سب نے ویکھیا کہ موٹو توں گڈیاں الٹ گئیاں,ਸਭ ਨੇ ਵੇਖਿਆ ਕਿ ਮੋਟੂ ਤੋਂ ਗੱਡੀਆਂ ਉਲਟ ਗਈਆਂ
Embedded,کسی نے کہا کہ رانی سے گاڑی ٹوٹ گئی,someone said that the queen accidentally broke the car,کسی نے آکھیا کہ رانی توں گڈّی ٹُٹ گئی,ਕਿਸੇ ਨੇ ਆਖਿਆ ਕਿ ਰਾਨੀ ਤੋਂ ਗੱਡੀ ਟੁੱਟ ਗਈ
Embedded,سب نے دیکھا کہ راجہ سے دروازے ٹوٹ گئے,everyone saw that the king accidentally broke the doors,سب نے ویکھیا کہ راجا توں بوہے ٹُٹ گئے,ਸਭ ਨੇ ਵੇਖਿਆ ਕਿ ਰਾਜਾ ਤੋਂ ਬੂਹੇ ਟੁੱਟ ਗਏ
Embedded,ہم نے سنا کہ استاد سے گلدان گر گیا تھا,we heard that the teacher had accidentally dropped the vase,اساں سُنیا کہ استاد توں گلدان ڈِگ گیا سی,ਅਸੀਂ ਸੁਣਿਆ ਕਿ ਉਸਤਾਦ ਤੋਂ ਗੁਲਦਾਨ ਡਿੱਗ ਗਿਆ ਸੀ
Embedded,اخبار میں لکھا ہے کہ لڑکے سے کھلونا جل جائے گا,it is written in the newspaper that the boy will accidentally burn the toy,اخبار وچ لکھیا اے کہ منڈے توں کھڈونا سڑ جاوے گا,ਅਖਬਾਰ ਵਿੱਚ ਲਿਖਿਆ ਏ ਕਿ ਮੁੰਡੇ ਤੋਂ ਖਿਡੌਣਾ ਸੜ ਜਾਵੇਗਾ
Embedded,مجھے معلوم ہے کہ لڑکے سے کتابیں جل گئیں,I know that the boy accidentally burned the books,مینوں پتہ اے کہ منڈے توں کتاباں سڑ گئیاں,ਮੈਨੂੰ ਪਤਾ ਏ ਕਿ ਮੁੰਡੇ ਤੋਂ ਕਿਤਾਬਾਂ ਸੜ ਗਈਆਂ
Embedded,یہ ثابت ہوا کہ استاد سے گاڑیاں الٹ گئیں,it was proven that the teacher accidentally flipped the cars,ایہ ثابت ہویا کہ استاد توں گڈیاں الٹ گئیاں,ਇਹ ਸਾਬਤ ਹੋਇਆ ਕਿ ਉਸਤਾਦ ਤੋਂ ਗੱਡੀਆਂ ਉਲਟ ਗਈਆਂ
Embedded,ہمیں یقین ہے کہ استاد سے دروازے گر گئے,we are sure that the teacher accidentally dropped the doors,ساڈے نوں یقین اے کہ استاد توں بوہے ڈِگ گئے,ਸਾਡੇ ਨੂੰ ਯਕੀਨ ਏ ਕਿ ਉਸਤਾਦ ਤੋਂ ਬੂਹੇ ਡਿੱਗ ਗਏ
Embedded,میں نے سنا کہ استاد سے گاڑیاں الٹ گئیں,I heard that the teacher accidentally flipped the cars,میں سُنیا کہ استاد توں گڈیاں الٹ گئیاں,ਮੈਂ ਸੁਣਿਆ ਕਿ ਉਸਤਾਦ ਤੋਂ ਗੱਡੀਆਂ ਉਲਟ ਗਈਆਂ
Embedded,کسی نے کہا کہ احمد سے دروازے گر گئے,someone said that Ahmed accidentally dropped the doors,کسی نے آکھیا کہ احمد توں بوہے ڈِگ گئے,ਕਿਸੇ ਨੇ ਆਖਿਆ ਕਿ ਅਹਮਦ ਤੋਂ ਬੂਹੇ ਡਿੱਗ ਗਏ
Embedded,اس نے دعویٰ کیا کہ موٹو سے گڑیا ٹوٹ گئی تھی,he claimed that Motu had accidentally broke the doll,اوہ نے دعویٰ کیتا کہ موٹو توں گڈی ٹُٹ گئی سی,ਉਹ ਨੇ ਦਾਅਵਾ ਕੀਤਾ ਕਿ ਮੋਟੂ ਤੋਂ ਗੱਡੀ ਟੁੱਟ ਗਈ ਸੀ
Embedded,میں نے سنا کہ لڑکی سے قلم الٹ گیا تھا,I heard that the girl had accidentally flipped the pen,میں سُنیا کہ کُڑی توں قلم الٹ گیا سی,ਮੈਂ ਸੁਣਿਆ ਕਿ ਕੁੜੀ ਤੋਂ ਕਲਮ ਉਲਟ ਗਿਆ ਸੀ
Embedded,ہمیں یقین ہے کہ لڑکی سے صراحیاں ٹوٹ گئیں,we are sure that the girl accidentally broke the pitchers,ساڈے نوں یقین اے کہ کُڑی توں صراحیاں ٹُٹ گئیاں,ਸਾਡੇ ਨੂੰ ਯਕੀਨ ਏ ਕਿ ਕੁੜੀ ਤੋਂ ਸੁਰਾਹੀਆਂ ਟੁੱਟ ਗਈਆਂ
Embedded,مجھے معلوم ہے کہ احمد سے کھلونا ٹوٹ گیا تھا,I know that Ahmed had accidentally broke the toy,مینوں پتہ اے کہ احمد توں کھڈونا ٹُٹ گیا سی,ਮੈਨੂੰ ਪਤਾ ਏ ਕਿ ਅਹਮਦ ਤੋਂ ਖਿਡੌਣਾ ਟੁੱਟ ਗਿਆ ਸੀ
Embedded,کسی نے کہا کہ ثنا سے گلدان الٹ رہا ہے,someone said that Sana is accidentally flipping the vase,کسی نے آکھیا کہ ثنا توں گلدان الٹ رہا اے,ਕਿਸੇ ਨੇ ਆਖਿਆ ਕਿ ਸਨਾ ਤੋਂ ਗੁਲਦਾਨ ਉਲਟ ਰਿਹਾ ਏ
Embedded,اخبار میں لکھا ہے کہ لڑکی سے صراحیاں ٹوٹ گئیں,it is written in the newspaper that the girl accidentally broke the pitchers,اخبار وچ لکھیا اے کہ کُڑی توں صراحیاں ٹُٹ گئیاں,ਅਖਬਾਰ ਵਿੱਚ ਲਿਖਿਆ ਏ ਕਿ ਕੁੜੀ ਤੋਂ ਸੁਰਾਹੀਆਂ ਟੁੱਟ ਗਈਆਂ
Embedded,استاد نے سمجھایا کہ لڑکی سے کھلونا الٹ گیا ہے,the teacher explained that the girl has accidentally flipped the toy,استاد نے سمجھایا کہ کُڑی توں کھڈونا الٹ گیا اے,ਉਸਤਾਦ ਨੇ ਸਮਝਾਇਆ ਕਿ ਕੁੜੀ ਤੋਂ ਖਿਡੌਣਾ ਉਲਟ ਗਿਆ ਏ
Embedded,سب نے دیکھا کہ لڑکی سے موبائل جل جائے گا,everyone saw that the girl will accidentally burn the phone,سب نے ویکھیا کہ کُڑی توں موبائل سڑ جاوے گا,ਸਭ ਨੇ ਵੇਖਿਆ ਕਿ ਕੁੜੀ ਤੋਂ ਮੋਬਾਈਲ ਸੜ ਜਾਵੇਗਾ
Embedded,کسی نے کہا کہ راجہ سے کھلونے ٹوٹ گئے,someone said that the king accidentally broke the toys,کسی نے آکھیا کہ راجا توں کھڈونے ٹُٹ گئے,ਕਿਸੇ ਨੇ ਆਖਿਆ ਕਿ ਰਾਜਾ ਤੋਂ ਖਿਡੌਣੇ ਟੁੱਟ ਗਏ
Embedded,ہم نے سنا کہ احمد سے گاڑی کھسک رہی ہے,we heard that Ahmed is accidentally moving the car,اساں سُنیا کہ احمد توں گڈّی کھسک رہی اے,ਅਸੀਂ ਸੁਣਿਆ ਕਿ ਅਹਮਦ ਤੋਂ ਗੱਡੀ ਖਸਕ ਰਹੀ ਏ
Embedded,یہ ثابت ہوا کہ استاد سے چابیاں کھسک گئیں,it was proven that the teacher accidentally moved the keys,ایہ ثابت ہویا کہ استاد توں چابیاں کھسک گئیاں,ਇਹ ਸਾਬਤ ਹੋਇਆ ਕਿ ਉਸਤਾਦ ਤੋਂ ਚਾਬੀਆਂ ਖਸਕ ਗਈਆਂ
Embedded,میں نے سنا کہ ببلو سے گاڑیاں گر گئیں,I heard that Bablu accidentally dropped the cars,میں سُنیا کہ ببلو توں گڈیاں ڈِگ گئیاں,ਮੈਂ ਸੁਣਿਆ ਕਿ ਬਬਲੂ ਤੋਂ ਗੱਡੀਆਂ ਡਿੱਗ ਗਈਆਂ
Embedded,انہوں نے کہا کہ علی سے قلم الٹ گئے,they said that Ali accidentally flipped the pen,اوہناں نے آکھیا کہ علی توں قلم الٹ گئے,ਉਹਨਾਂ ਨੇ ਆਖਿਆ ਕਿ ਅਲੀ ਤੋਂ ਕਲਮ ਉਲਟ ਗਏ
Embedded,میں نے سنا کہ لڑکے سے گلدان گر گیا تھا,I heard that the boy had accidentally dropped the vase,میں سُنیا کہ منڈے توں گلدان ڈِگ گیا سی,ਮੈਂ ਸੁਣਿਆ ਕਿ ਮੁੰਡੇ ਤੋਂ ਗੁਲਦਾਨ ਡਿੱਗ ਗਿਆ ਸੀ
Embedded,لوگوں نے بتایا کہ ثنا سے کتابیں گر گئیں,people said that Sana accidentally dropped the books,لوکاں نے دسیا کہ ثنا توں کتاباں ڈِگ گئیاں,ਲੋਕਾਂ ਨੇ ਦੱਸਿਆ ਕਿ ਸਨਾ ਤੋਂ ਕਿਤਾਬਾਂ ਡਿੱਗ ਗਈਆਂ
Embedded,اس نے دعویٰ کیا کہ لڑکی سے گاڑی گر رہی ہے,he claimed that the girl is accidentally dropping the car,اوہ نے دعویٰ کیتا کہ کُڑی توں گڈّی ڈِگ رہی اے,ਉਹ ਨੇ ਦਾਅਵਾ ਕੀਤਾ ਕਿ ਕੁੜੀ ਤੋਂ ਗੱਡੀ ਡਿੱਗ ਰਹੀ ਏ
Embedded,یہ ثابت ہوا کہ ببلو سے موبائل گر گیا تھا,it was proven that Bablu had accidentally dropped the phone,ایہ ثابت ہویا کہ ببلو توں موبائل ڈِگ گیا سی,ਇਹ ਸਾਬਤ ਹੋਇਆ ਕਿ ਬਬਲੂ ਤੋਂ ਮੋਬਾਈਲ ਡਿੱਗ ਗਿਆ ਸੀ
Embedded,کسی نے کہا کہ علی سے چابیاں جل گئیں,someone said that Ali accidentally burned the keys,کسی نے آکھیا کہ علی توں چابیاں سڑ گئیاں,ਕਿਸੇ ਨੇ ਆਖਿਆ ਕਿ ਅਲੀ ਤੋਂ ਚਾਬੀਆਂ ਸੜ ਗਈਆਂ
Embedded,ہمیں یقین ہے کہ فاطمہ سے چابی ٹوٹ جائے گی,we are sure that Fatima will accidentally break the key,ساڈے نوں یقین اے کہ فاطمہ توں کنجی ٹُٹ جاوے گی,ਸਾਡੇ ਨੂੰ ਯਕੀਨ ਏ ਕਿ ਫਾਤਿਮਾ ਤੋਂ ਕੁੰਜੀ ਟੁੱਟ ਜਾਵੇਗੀ
Embedded,انہوں نے کہا کہ ببلو سے کھلونے ٹوٹ گئے,they said that Bablu accidentally broke the toys,اوہناں نے آکھیا کہ ببلو توں کھڈونے ٹُٹ گئے,ਉਹਨਾਂ ਨੇ ਆਖਿਆ ਕਿ ਬਬਲੂ ਤੋਂ ਖਿਡੌਣੇ ਟੁੱਟ ਗਏ
Embedded,لوگوں نے بتایا کہ فاطمہ سے کتابیں کھسک گئیں,people said that Fatima accidentally moved the books,لوکاں نے دسیا کہ فاطمہ توں کتاباں کھسک گئیاں,ਲੋਕਾਂ ਨੇ ਦੱਸਿਆ ਕਿ ਫਾਤਿਮਾ ਤੋਂ ਕਿਤਾਬਾਂ ਖਸਕ ਗਈਆਂ
Embedded,سب نے دیکھا کہ فاطمہ سے کھلونے الٹ گئے,everyone saw that Fatima accidentally flipped the toys,سب نے ویکھیا کہ فاطمہ توں کھڈونے الٹ گئے,ਸਭ ਨੇ ਵੇਖਿਆ ਕਿ ਫਾਤਿਮਾ ਤੋਂ ਖਿਡੌਣੇ ਉਲਟ ਗਏ
Embedded,ہمیں یقین ہے کہ فاطمہ سے کپ گر گیا,we are sure that Fatima accidentally dropped the cup,ساڈے نوں یقین اے کہ فاطمہ توں کپ ڈِگ گیا,ਸਾਡੇ ਨੂੰ ਯਕੀਨ ਏ ਕਿ ਫਾਤਿਮਾ ਤੋਂ ਕਪ ਡਿੱਗ ਗਿਆ
Embedded,ہم نے سنا کہ ببلو سے صراحیاں الٹ گئیں,we heard that Bablu accidentally flipped the pitchers,اساں سُنیا کہ ببلو توں صراحیاں الٹ گئیاں,ਅਸੀਂ ਸੁਣਿਆ ਕਿ ਬਬਲੂ ਤੋਂ ਸੁਰਾਹੀਆਂ ਉਲਟ ਗਈਆਂ
Embedded,مجھے معلوم ہے کہ فاطمہ سے پنسل الٹ گئی ہے,I know that Fatima has accidentally flipped the pencil,مینوں پتہ اے کہ فاطمہ توں پنسل الٹ گئی اے,ਮੈਨੂੰ ਪਤਾ ਏ ਕਿ ਫਾਤਿਮਾ ਤੋਂ ਪੈਨਸਿਲ ਉਲਟ ਗਈ ਏ
