frame,urdu,english,punjabi,punjabi_gur,gold
Embedded,اس نے دعویٰ کیا کہ احمد نے کپ کھسکا دیا,Ahmed moved the cup,اُنّے دعویٰ کیتا کہ احمد نے کپ کھسکا دتا,ਉਸ ਨੇ ਦਾਅਵਾ ਕੀਤਾ ਕਿ ਅਹਮਦ ਨੇ ਕਪ ਖਸਕਾ ਦਿੱਤਾ,VOL
Embedded,مجھے معلوم ہے کہ ثنا نے گاڑی گما دی,Sana lost the car,مینوں پتہ اے کہ ثنا نے گڈّی گما دتی,ਮੈਨੂੰ ਪਤਾ ਹੈ ਕਿ ਸਨਾ ਨੇ ਗੱਡੀ ਗੁਆ ਦਿੱਤੀ,VOL
Embedded,لوگوں نے بتایا کہ رانی نے چابی چھوڑ دی,the queen let go of the key,لوکاں نے دسیا کہ رانی نے کنجی چھڈ دِتی,ਲੋਕਾਂ ਨੇ ਦੱਸਿਆ ਕਿ ਰਾਨੀ ਨੇ ਕੁੰਜੀ ਛੱਡ ਦਿੱਤੀ,VOL
Embedded,اخبار میں لکھا ہے کہ استاد نے چابی جلا دی,the teacher burned the key,اخبار وچ لکھیا اے کہ استاد نے کنجی ساڑ دِتی,ਅਖਬਾਰ ਵਿੱਚ ਲਿਖਿਆ ਹੈ ਕਿ ਉਸਤਾਦ ਨੇ ਕੁੰਜੀ ਸਾੜ ਦਿੱਤੀ,VOL
Embedded,کسی نے کہا کہ راجہ نے پنسل گندی کر دی,the king dirtied the pencil,کسے نے آکھیا کہ راجا نے پنسل گندی کر دتی,ਕਿਸੇ ਨੇ ਆਖਿਆ ਕਿ ਰਾਜਾ ਨੇ ਪੈਨਸਿਲ ਗੰਦੀ ਕਰ ਦਿੱਤੀ,VOL
Embedded,اس نے دعویٰ کیا کہ علی نے صراحی الٹا دی,Ali flipped the pitcher,اُنّے دعویٰ کیتا کہ علی نے صراحی الٹا دتی,ਉਸ ਨੇ ਦਾਅਵਾ ਕੀਤਾ ਕਿ ਅਲੀ ਨੇ ਸੁਰਾਹੀ ਉਲਟਾ ਦਿੱਤੀ,VOL
Embedded,انہوں نے کہا کہ استاد نے پنسل توڑ دی تھی,the teacher broke the pencil,اوہناں نے آکھیا کہ استاد نے پنسل توڑ دِتی سی,ਉਹਨਾਂ ਨੇ ਆਖਿਆ ਕਿ ਉਸਤਾਦ ਨੇ ਪੈਨਸਿਲ ਤੋੜ ਦਿੱਤੀ ਸੀ,VOL
Embedded,سب نے دیکھا کہ فاطمہ نے کتاب گندی کر دی,Fatima dirtied the book,سب نے ویکھیا کہ فاطمہ نے کتاب گندی کر دتی,ਸਭ ਨੇ ਵੇਖਿਆ ਕਿ ਫਾਤਿਮਾ ਨੇ ਕਿਤਾਬ ਗੰਦੀ ਕਰ ਦਿੱਤੀ,VOL
Embedded,میں نے سنا کہ راجہ نے دروازہ توڑ دیا,the king broke the door,میں سُنیا کہ راجا نے بوہا توڑ دِتا,ਮੈਂ ਸੁਣਿਆ ਕਿ ਰਾਜਾ ਨੇ ਬੂਹਾ ਤੋੜ ਦਿੱਤਾ,VOL
Embedded,ہم نے سنا کہ موٹو نے پنسل گندی کر دی,Motu dirtied the pencil,اساں سُنیا کہ موٹو نے پنسل گندی کر دتی,ਅਸੀਂ ਸੁਣਿਆ ਕਿ ਮੋਟੂ ਨੇ ਪੈਨਸਿਲ ਗੰਦੀ ਕਰ ਦਿੱਤੀ,VOL
Embedded,اس نے دعویٰ کیا کہ علی نے کپ گما دیا,Ali lost the cup,اُنّے دعویٰ کیتا کہ علی نے کپ گما دتا,ਉਸ ਨੇ ਦਾਅਵਾ ਕੀਤਾ ਕਿ ਅਲੀ ਨੇ ਕਪ ਗੁਆ ਦਿੱਤਾ,VOL
Embedded,استاد نے سمجھایا کہ ثنا نے گڑیا توڑ دی تھی,Sana broke the doll,استاد نے سمجھایا کہ ثنا نے گڈی توڑ دِتی سی,ਉਸਤਾਦ ਨੇ ਸਮਝਾਇਆ ਕਿ ਸਨਾ ਨੇ ਗੱਡੀ ਤੋੜ ਦਿੱਤੀ ਸੀ,VOL
Embedded,یہ ثابت ہوا کہ استاد نے کتاب پکڑ لی,the teacher caught the book,ایہ ثابت ہویا کہ استاد نے کتاب پھڑ لئی,ਇਹ ਸਾਬਤ ਹੋਇਆ ਕਿ ਉਸਤਾਦ ਨੇ ਕਿਤਾਬ ਫੜ ਲਈ,VOL
Embedded,استاد نے سمجھایا کہ لڑکے نے کھلونا پکڑ لیا,the boy caught the toy,استاد نے سمجھایا کہ منڈے نے کھڈونا پھڑ لیا,ਉਸਤਾਦ ਨੇ ਸਮਝਾਇਆ ਕਿ ਮੁੰਡੇ ਨੇ ਖਿਡੌਣਾ ਫੜ ਲਿਆ,VOL
Embedded,کسی نے کہا کہ ثنا نے قلم گرا دیا,Sana dropped the pen,کسے نے آکھیا کہ ثنا نے قلم ڈھا دِتا,ਕਿਸੇ ਨੇ ਆਖਿਆ ਕਿ ਸਨਾ ਨੇ ਕਲਮ ਢਾਹ ਦਿੱਤਾ,VOL
Embedded,یہ ثابت ہوا کہ علی نے گڑیا توڑ دی تھی,Ali broke the doll,ایہ ثابت ہویا کہ علی نے گڈی توڑ دِتی سی,ਇਹ ਸਾਬਤ ਹੋਇਆ ਕਿ ਅਲੀ ਨੇ ਗੱਡੀ ਤੋੜ ਦਿੱਤੀ ਸੀ,VOL
Embedded,ہمیں یقین ہے کہ فاطمہ نے گڑیا کھسکا دی,Fatima moved the doll,سانوں یقین اے کہ فاطمہ نے گڈی کھسکا دتی,ਸਾਨੂੰ ਯਕੀਨ ਹੈ ਕਿ ਫਾਤਿਮਾ ਨੇ ਗੱਡੀ ਖਸਕਾ ਦਿੱਤੀ,VOL
Embedded,اس نے دعویٰ کیا کہ لڑکی نے کھلونا گما دیا,the girl lost the toy,اُنّے دعویٰ کیتا کہ کُڑی نے کھڈونا گما دتا,ਉਸ ਨੇ ਦਾਅਵਾ ਕੀਤਾ ਕਿ ਕੁੜੀ ਨੇ ਖਿਡੌਣਾ ਗੁਆ ਦਿੱਤਾ,VOL
Embedded,میں نے سنا کہ استاد نے پنسل گرا دی,the teacher dropped the pencil,میں سُنیا کہ استاد نے پنسل ڈھا دِتی,ਮੈਂ ਸੁਣਿਆ ਕਿ ਉਸਤਾਦ ਨੇ ਪੈਨਸਿਲ ਢਾਹ ਦਿੱਤੀ,VOL
Embedded,انہوں نے کہا کہ طالبہ نے کپ جلا دیا,the student burned the cup,اوہناں نے آکھیا کہ شاگرد نے کپ ساڑ دِتا,ਉਹਨਾਂ ਨੇ ਆਖਿਆ ਕਿ ਸ਼ਾਗਿਰਦ ਨੇ ਕਪ ਸਾੜ ਦਿੱਤਾ,VOL
Embedded,ہمیں یقین ہے کہ ببلو نے چابی جلا دی,Bablu burned the key,سانوں یقین اے کہ ببلو نے کنجی ساڑ دِتی,ਸਾਨੂੰ ਯਕੀਨ ਹੈ ਕਿ ਬਬਲੂ ਨੇ ਕੁੰਜੀ ਸਾੜ ਦਿੱਤੀ,VOL
Embedded,اس نے دعویٰ کیا کہ لڑکی نے صراحی گما دی,the girl lost the pitcher,اُنّے دعویٰ کیتا کہ کُڑی نے صراحی گما دتی,ਉਸ ਨੇ ਦਾਅਵਾ ਕੀਤਾ ਕਿ ਕੁੜੀ ਨੇ ਸੁਰਾਹੀ ਗੁਆ ਦਿੱਤੀ,VOL
Embedded,سب نے دیکھا کہ رانی نے صراحی جلا دی,the queen burned the pitcher,سب نے ویکھیا کہ رانی نے صراحی ساڑ دِتی,ਸਭ ਨੇ ਵੇਖਿਆ ਕਿ ਰਾਨੀ ਨੇ ਸੁਰਾਹੀ ਸਾੜ ਦਿੱਤੀ,VOL
Embedded,کسی نے کہا کہ احمد نے صراحی گندی کر دی,Ahmed dirtied the pitcher,کسے نے آکھیا کہ احمد نے صراحی گندی کر دتی,ਕਿਸੇ ਨੇ ਆਖਿਆ ਕਿ ਅਹਮਦ ਨੇ ਸੁਰਾਹੀ ਗੰਦੀ ਕਰ ਦਿੱਤੀ,VOL
Embedded,اس نے دعویٰ کیا کہ راجہ نے گاڑی توڑ دی تھی,the king broke the car,اُنّے دعویٰ کیتا کہ راجا نے گڈّی توڑ دِتی سی,ਉਸ ਨੇ ਦਾਅਵਾ ਕੀਤਾ ਕਿ ਰਾਜਾ ਨੇ ਗੱਡੀ ਤੋੜ ਦਿੱਤੀ ਸੀ,VOL
Embedded,مجھے معلوم ہے کہ موٹو نے گاڑی پکڑ لی,Motu caught the car,مینوں پتہ اے کہ موٹو نے گڈّی پھڑ لئی,ਮੈਨੂੰ ਪਤਾ ਹੈ ਕਿ ਮੋਟੂ ਨੇ ਗੱਡੀ ਫੜ ਲਈ,VOL
Embedded,انہوں نے کہا کہ طالبہ نے کھلونا گرا دیا,the student dropped the toy,اوہناں نے آکھیا کہ شاگرد نے کھڈونا ڈھا دِتا,ਉਹਨਾਂ ਨੇ ਆਖਿਆ ਕਿ ਸ਼ਾਗਿਰਦ ਨੇ ਖਿਡੌਣਾ ਢਾਹ ਦਿੱਤਾ,VOL
Embedded,سب نے دیکھا کہ ببلو نے چابی توڑ دی تھی,Bablu broke the key,سب نے ویکھیا کہ ببلو نے کنجی توڑ دِتی سی,ਸਭ ਨੇ ਵੇਖਿਆ ਕਿ ਬਬਲੂ ਨੇ ਕੁੰਜੀ ਤੋੜ ਦਿੱਤੀ ਸੀ,VOL
Embedded,یہ ثابت ہوا کہ ثنا نے صراحی پکڑ لی,Sana caught the pitcher,ایہ ثابت ہویا کہ ثنا نے صراحی پھڑ لئی,ਇਹ ਸਾਬਤ ਹੋਇਆ ਕਿ ਸਨਾ ਨੇ ਸੁਰਾਹੀ ਫੜ ਲਈ,VOL
Embedded,کسی نے کہا کہ استاد نے موبائل توڑ دیا,the teacher broke the phone,کسے نے آکھیا کہ استاد نے موبائل توڑ دِتا,ਕਿਸੇ ਨੇ ਆਖਿਆ ਕਿ ਉਸਤਾਦ ਨੇ ਮੋਬਾਈਲ ਤੋੜ ਦਿੱਤਾ,VOL
Embedded,یہ ثابت ہوا کہ رانی نے گڑیا گرا دی,the queen dropped the doll,ایہ ثابت ہویا کہ رانی نے گڈی ڈھا دِتی,ਇਹ ਸਾਬਤ ਹੋਇਆ ਕਿ ਰਾਨੀ ਨੇ ਗੱਡੀ ਢਾਹ ਦਿੱਤੀ,VOL
Embedded,لوگوں نے بتایا کہ طالبہ نے موبائل پکڑ لیا,the student caught the phone,لوکاں نے دسیا کہ شاگرد نے موبائل پھڑ لیا,ਲੋਕਾਂ ਨੇ ਦੱਸਿਆ ਕਿ ਸ਼ਾਗਿਰਦ ਨੇ ਮੋਬਾਈਲ ਫੜ ਲਿਆ,VOL
Embedded,میں نے سنا کہ ثنا نے قلم الٹا دیا,Sana flipped the pen,میں سُنیا کہ ثنا نے قلم الٹا دتا,ਮੈਂ ਸੁਣਿਆ ਕਿ ਸਨਾ ਨੇ ਕਲਮ ਉਲਟਾ ਦਿੱਤਾ,VOL
Embedded,اس نے دعویٰ کیا کہ راجہ نے موبائل گرا دیا,the king dropped the phone,اُنّے دعویٰ کیتا کہ راجا نے موبائل ڈھا دِتا,ਉਸ ਨੇ ਦਾਅਵਾ ਕੀਤਾ ਕਿ ਰਾਜਾ ਨੇ ਮੋਬਾਈਲ ਢਾਹ ਦਿੱਤਾ,VOL
Embedded,یہ ثابت ہوا کہ ببلو نے گڑیا کھسکا دی,Bablu moved the doll,ایہ ثابت ہویا کہ ببلو نے گڈی کھسکا دتی,ਇਹ ਸਾਬਤ ਹੋਇਆ ਕਿ ਬਬਲੂ ਨੇ ਗੱਡੀ ਖਸਕਾ ਦਿੱਤੀ,VOL
Embedded,اخبار میں لکھا ہے کہ علی نے گڑیا چھوڑ دی,Ali let go of the doll,اخبار وچ لکھیا اے کہ علی نے گڈی چھڈ دِتی,ਅਖਬਾਰ ਵਿੱਚ ਲਿਖਿਆ ਹੈ ਕਿ ਅਲੀ ਨੇ ਗੱਡੀ ਛੱਡ ਦਿੱਤੀ,VOL
Embedded,کسی نے کہا کہ راجہ نے پنسل کھسکا دی,the king moved the pencil,کسے نے آکھیا کہ راجا نے پنسل کھسکا دتی,ਕਿਸੇ ਨੇ ਆਖਿਆ ਕਿ ਰਾਜਾ ਨੇ ਪੈਨਸਿਲ ਖਸਕਾ ਦਿੱਤੀ,VOL
Embedded,سب نے دیکھا کہ طالبہ نے کھلونا گندا کر دیا,the student dirtied the toy,سب نے ویکھیا کہ شاگرد نے کھڈونا گندا کر دتا,ਸਭ ਨੇ ਵੇਖਿਆ ਕਿ ਸ਼ਾਗਿਰਦ ਨੇ ਖਿਡੌਣਾ ਗੰਦਾ ਕਰ ਦਿੱਤਾ,VOL
Embedded,اخبار میں لکھا ہے کہ ببلو نے گڑیا الٹا دی,Bablu flipped the doll,اخبار وچ لکھیا اے کہ ببلو نے گڈی الٹا دتی,ਅਖਬਾਰ ਵਿੱਚ ਲਿਖਿਆ ਹੈ ਕਿ ਬਬਲੂ ਨੇ ਗੱਡੀ ਉਲਟਾ ਦਿੱਤੀ,VOL
Embedded,انہوں نے کہا کہ موٹو نے پنسل پکڑ لی,Motu caught the pencil,اوہناں نے آکھیا کہ موٹو نے پنسل پھڑ لئی,ਉਹਨਾਂ ਨੇ ਆਖਿਆ ਕਿ ਮੋਟੂ ਨੇ ਪੈਨਸਿਲ ਫੜ ਲਈ,VOL
Embedded,مجھے معلوم ہے کہ رانی نے پنسل جلا دی,the queen burned the pencil,مینوں پتہ اے کہ رانی نے پنسل ساڑ دِتی,ਮੈਨੂੰ ਪਤਾ ਹੈ ਕਿ ਰਾਨੀ ਨੇ ਪੈਨਸਿਲ ਸਾੜ ਦਿੱਤੀ,VOL
Embedded,سب نے دیکھا کہ ثنا نے پنسل الٹا دی,Sana flipped the pencil,سب نے ویکھیا کہ ثنا نے پنسل الٹا دتی,ਸਭ ਨੇ ਵੇਖਿਆ ਕਿ ਸਨਾ ਨੇ ਪੈਨਸਿਲ ਉਲਟਾ ਦਿੱਤੀ,VOL
Embedded,لوگوں نے بتایا کہ لڑکی نے کتاب پکڑ لی,the girl caught the book,لوکاں نے دسیا کہ کُڑی نے کتاب پھڑ لئی,ਲੋਕਾਂ ਨੇ ਦੱਸਿਆ ਕਿ ਕੁੜੀ ਨੇ ਕਿਤਾਬ ਫੜ ਲਈ,VOL
Embedded,لوگوں نے بتایا کہ طالبہ نے دروازہ گما دیا,the student lost the door,لوکاں نے دسیا کہ شاگرد نے بوہا گما دتا,ਲੋਕਾਂ ਨੇ ਦੱਸਿਆ ਕਿ ਸ਼ਾਗਿਰਦ ਨੇ ਬੂਹਾ ਗੁਆ ਦਿੱਤਾ,VOL
Embedded,یہ ثابت ہوا کہ موٹو نے چابی کھسکا دی,Motu moved the key,ایہ ثابت ہویا کہ موٹو نے کنجی کھسکا دتی,ਇਹ ਸਾਬਤ ਹੋਇਆ ਕਿ ਮੋਟੂ ਨੇ ਕੁੰਜੀ ਖਸਕਾ ਦਿੱਤੀ,VOL
Embedded,سب نے دیکھا کہ موٹو نے گلدان گندا کر دیا,Motu dirtied the vase,سب نے ویکھیا کہ موٹو نے گلدان گندا کر دتا,ਸਭ ਨੇ ਵੇਖਿਆ ਕਿ ਮੋਟੂ ਨੇ ਗੁਲਦਾਨ ਗੰਦਾ ਕਰ ਦਿੱਤਾ,VOL
Embedded,ہم نے سنا کہ لڑکی نے دروازہ گما دیا,the girl lost the door,اساں سُنیا کہ کُڑی نے بوہا گما دتا,ਅਸੀਂ ਸੁਣਿਆ ਕਿ ਕੁੜੀ ਨੇ ਬੂਹਾ ਗੁਆ ਦਿੱਤਾ,VOL
Embedded,اس نے دعویٰ کیا کہ استاد نے پنسل گرا دی,the teacher dropped the pencil,اُنّے دعویٰ کیتا کہ استاد نے پنسل ڈھا دِتی,ਉਸ ਨੇ ਦਾਅਵਾ ਕੀਤਾ ਕਿ ਉਸਤਾਦ ਨੇ ਪੈਨਸਿਲ ਢਾਹ ਦਿੱਤੀ,VOL
Embedded,لوگوں نے بتایا کہ احمد نے دروازہ گندا کر دیا,Ahmed dirtied the door,لوکاں نے دسیا کہ احمد نے بوہا گندا کر دتا,ਲੋਕਾਂ ਨੇ ਦੱਸਿਆ ਕਿ ਅਹਮਦ ਨੇ ਬੂਹਾ ਗੰਦਾ ਕਰ ਦਿੱਤਾ,VOL
Embedded,لوگوں نے بتایا کہ استاد نے صراحی الٹا دی,the teacher flipped the pitcher,لوکاں نے دسیا کہ استاد نے صراحی الٹا دتی,ਲੋਕਾਂ ਨੇ ਦੱਸਿਆ ਕਿ ਉਸਤਾਦ ਨੇ ਸੁਰਾਹੀ ਉਲਟਾ ਦਿੱਤੀ,VOL
Embedded,اس نے دعویٰ کیا کہ لڑکی نے گلدان گندا کر دیا,the girl dirtied the vase,اُنّے دعویٰ کیتا کہ کُڑی نے گلدان گندا کر دتا,ਉਸ ਨੇ ਦਾਅਵਾ ਕੀਤਾ ਕਿ ਕੁੜੀ ਨੇ ਗੁਲਦਾਨ ਗੰਦਾ ਕਰ ਦਿੱਤਾ,VOL
Embedded,ہمیں یقین ہے کہ لڑکی نے چابی کھسکا دی,the girl moved the key,سانوں یقین اے کہ کُڑی نے کنجی کھسکا دتی,ਸਾਨੂੰ ਯਕੀਨ ਹੈ ਕਿ ਕੁੜੀ ਨੇ ਕੁੰਜੀ ਖਸਕਾ ਦਿੱਤੀ,VOL
Embedded,اخبار میں لکھا ہے کہ راجہ نے پنسل گما دی,the king lost the pencil,اخبار وچ لکھیا اے کہ راجا نے پنسل گما دتی,ਅਖਬਾਰ ਵਿੱਚ ਲਿਖਿਆ ਹੈ ਕਿ ਰਾਜਾ ਨੇ ਪੈਨਸਿਲ ਗੁਆ ਦਿੱਤੀ,VOL
Embedded,اخبار میں لکھا ہے کہ لڑکے نے گاڑی پکڑ لی,the boy caught the car,اخبار وچ لکھیا اے کہ منڈے نے گڈّی پھڑ لئی,ਅਖਬਾਰ ਵਿੱਚ ਲਿਖਿਆ ਹੈ ਕਿ ਮੁੰਡੇ ਨੇ ਗੱਡੀ ਫੜ ਲਈ,VOL
Embedded,میں نے سنا کہ استاد نے گلدان جلا دیا,the teacher burned the vase,میں سُنیا کہ استاد نے گلدان ساڑ دِتا,ਮੈਂ ਸੁਣਿਆ ਕਿ ਉਸਤਾਦ ਨੇ ਗੁਲਦਾਨ ਸਾੜ ਦਿੱਤਾ,VOL
Embedded,انہوں نے کہا کہ ثنا نے کھلونا گما دیا,Sana lost the toy,اوہناں نے آکھیا کہ ثنا نے کھڈونا گما دتا,ਉਹਨਾਂ ਨੇ ਆਖਿਆ ਕਿ ਸਨਾ ਨੇ ਖਿਡੌਣਾ ਗੁਆ ਦਿੱਤਾ,VOL
Embedded,میں نے سنا کہ راجہ نے پنسل جلا دی,the king burned the pencil,میں سُنیا کہ راجا نے پنسل ساڑ دِتی,ਮੈਂ ਸੁਣਿਆ ਕਿ ਰਾਜਾ ਨੇ ਪੈਨਸਿਲ ਸਾੜ ਦਿੱਤੀ,VOL
Embedded,کسی نے کہا کہ استاد نے کتاب توڑ دی تھی,the teacher broke the book,کسے نے آکھیا کہ استاد نے کتاب توڑ دِتی سی,ਕਿਸੇ ਨੇ ਆਖਿਆ ਕਿ ਉਸਤਾਦ ਨੇ ਕਿਤਾਬ ਤੋੜ ਦਿੱਤੀ ਸੀ,VOL
Embedded,استاد نے سمجھایا کہ راجہ نے صراحی الٹا دی,the king flipped the pitcher,استاد نے سمجھایا کہ راجا نے صراحی الٹا دتی,ਉਸਤਾਦ ਨੇ ਸਮਝਾਇਆ ਕਿ ਰਾਜਾ ਨੇ ਸੁਰਾਹੀ ਉਲਟਾ ਦਿੱਤੀ,VOL
Embedded,انہوں نے کہا کہ ببلو نے موبائل گرا دیا,Bablu dropped the phone,اوہناں نے آکھیا کہ ببلو نے موبائل ڈھا دِتا,ਉਹਨਾਂ ਨੇ ਆਖਿਆ ਕਿ ਬਬਲੂ ਨੇ ਮੋਬਾਈਲ ਢਾਹ ਦਿੱਤਾ,VOL
Embedded,ہم نے سنا کہ لڑکے نے دروازہ گندا کر دیا,the boy dirtied the door,اساں سُنیا کہ منڈے نے بوہا گندا کر دتا,ਅਸੀਂ ਸੁਣਿਆ ਕਿ ਮੁੰਡੇ ਨੇ ਬੂਹਾ ਗੰਦਾ ਕਰ ਦਿੱਤਾ,VOL
Embedded,سب نے دیکھا کہ استاد نے قلم توڑ دیا,the teacher broke the pen,سب نے ویکھیا کہ استاد نے قلم توڑ دِتا,ਸਭ ਨੇ ਵੇਖਿਆ ਕਿ ਉਸਤਾਦ ਨੇ ਕਲਮ ਤੋੜ ਦਿੱਤਾ,VOL
Embedded,یہ ثابت ہوا کہ طالبہ نے کھلونا الٹا دیا,the student flipped the toy,ایہ ثابت ہویا کہ شاگرد نے کھڈونا الٹا دتا,ਇਹ ਸਾਬਤ ਹੋਇਆ ਕਿ ਸ਼ਾਗਿਰਦ ਨੇ ਖਿਡੌਣਾ ਉਲਟਾ ਦਿੱਤਾ,VOL
Embedded,اس نے دعویٰ کیا کہ طالبہ نے گلدان کھسکا دیا,the student moved the vase,اُنّے دعویٰ کیتا کہ شاگرد نے گلدان کھسکا دتا,ਉਸ ਨੇ ਦਾਅਵਾ ਕੀਤਾ ਕਿ ਸ਼ਾਗਿਰਦ ਨੇ ਗੁਲਦਾਨ ਖਸਕਾ ਦਿੱਤਾ,VOL
Embedded,لوگوں نے بتایا کہ احمد نے دروازہ پکڑ لیا,Ahmed caught the door,لوکاں نے دسیا کہ احمد نے بوہا پھڑ لیا,ਲੋਕਾਂ ਨੇ ਦੱਸਿਆ ਕਿ ਅਹਮਦ ਨੇ ਬੂਹਾ ਫੜ ਲਿਆ,VOL
Embedded,اخبار میں لکھا ہے کہ راجہ نے گلدان گما دیا,the king lost the vase,اخبار وچ لکھیا اے کہ راجا نے گلدان گما دتا,ਅਖਬਾਰ ਵਿੱਚ ਲਿਖਿਆ ਹੈ ਕਿ ਰਾਜਾ ਨੇ ਗੁਲਦਾਨ ਗੁਆ ਦਿੱਤਾ,VOL
Embedded,انہوں نے کہا کہ علی نے گلدان جلا دیا,Ali burned the vase,اوہناں نے آکھیا کہ علی نے گلدان ساڑ دِتا,ਉਹਨਾਂ ਨੇ ਆਖਿਆ ਕਿ ਅਲੀ ਨੇ ਗੁਲਦਾਨ ਸਾੜ ਦਿੱਤਾ,VOL
Embedded,اخبار میں لکھا ہے کہ طالبہ نے گاڑی چھوڑ دی,the student let go of the car,اخبار وچ لکھیا اے کہ شاگرد نے گڈّی چھڈ دِتی,ਅਖਬਾਰ ਵਿੱਚ ਲਿਖਿਆ ਹੈ ਕਿ ਸ਼ਾਗਿਰਦ ਨੇ ਗੱਡੀ ਛੱਡ ਦਿੱਤੀ,VOL
Embedded,اخبار میں لکھا ہے کہ استاد نے قلم جلا دیا,the teacher burned the pen,اخبار وچ لکھیا اے کہ استاد نے قلم ساڑ دِتا,ਅਖਬਾਰ ਵਿੱਚ ਲਿਖਿਆ ਹੈ ਕਿ ਉਸਤਾਦ ਨੇ ਕਲਮ ਸਾੜ ਦਿੱਤਾ,VOL
Embedded,ہم نے سنا کہ راجہ نے صراحی گندی کر دی,the king dirtied the pitcher,اساں سُنیا کہ راجا نے صراحی گندی کر دتی,ਅਸੀਂ ਸੁਣਿਆ ਕਿ ਰਾਜਾ ਨੇ ਸੁਰਾਹੀ ਗੰਦੀ ਕਰ ਦਿੱਤੀ,VOL
Embedded,ہم نے سنا کہ ثنا نے چابی گما دی,Sana lost the key,اساں سُنیا کہ ثنا نے کنجی گما دتی,ਅਸੀਂ ਸੁਣਿਆ ਕਿ ਸਨਾ ਨੇ ਕੁੰਜੀ ਗੁਆ ਦਿੱਤੀ,VOL
Embedded,انہوں نے کہا کہ ببلو نے کتاب توڑ دی تھی,Bablu broke the book,اوہناں نے آکھیا کہ ببلو نے کتاب توڑ دِتی سی,ਉਹਨਾਂ ਨੇ ਆਖਿਆ ਕਿ ਬਬਲੂ ਨੇ ਕਿਤਾਬ ਤੋੜ ਦਿੱਤੀ ਸੀ,VOL
Embedded,انہوں نے کہا کہ طالبہ نے چابی گرا دی,the student dropped the key,اوہناں نے آکھیا کہ شاگرد نے کنجی ڈھا دِتی,ਉਹਨਾਂ ਨੇ ਆਖਿਆ ਕਿ ਸ਼ਾਗਿਰਦ ਨੇ ਕੁੰਜੀ ਢਾਹ ਦਿੱਤੀ,VOL
Embedded,مجھے معلوم ہے کہ علی نے دروازہ گما دیا,Ali lost the door,مینوں پتہ اے کہ علی نے بوہا گما دتا,ਮੈਨੂੰ ਪਤਾ ਹੈ ਕਿ ਅਲੀ ਨੇ ਬੂਹਾ ਗੁਆ ਦਿੱਤਾ,VOL
Embedded,اخبار میں لکھا ہے کہ ثنا نے گڑیا جلا دی,Sana burned the doll,اخبار وچ لکھیا اے کہ ثنا نے گڈی ساڑ دِتی,ਅਖਬਾਰ ਵਿੱਚ ਲਿਖਿਆ ਹੈ ਕਿ ਸਨਾ ਨੇ ਗੱਡੀ ਸਾੜ ਦਿੱਤੀ,VOL
